record_id,drug_name,region,lat,lng,facility_type,facility_id,year,month,season,disease_season_flag,quantity_dispensed,stock_opening,stock_closing,reorder_triggered,price_per_unit_inr,total_value_inr,past_30d_usage,past_90d_usage
7e77c8bb-f1f5-4bd6-8eac-68df6dede780,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2023,9,Southwest Monsoon,0,431,1003,706,0,8,3448,606,1713
fd00ce06-ed52-4638-84b7-aaca83aa0780,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2023,10,Northeast Monsoon,0,518,972,898,0,8,4144,431,1605
c4322c7b-0d8f-4a28-84bd-e2b68280222b,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2023,11,Northeast Monsoon,0,630,1682,1734,0,8,5040,518,1555
dbeb8a71-04da-4913-9e97-08136401d4a7,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2023,12,Northeast Monsoon,1,685,1880,1962,0,8,5480,630,1579
62502c28-6258-48c1-a96d-6954c17187a2,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2024,1,Winter,1,881,2252,2148,0,8,7048,685,1833
bd2d8f93-77df-428c-b027-17a1628d6e93,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2024,2,Winter,1,672,1769,1629,0,8,5376,881,2196
481ee40a-8002-4e42-ab2d-e5d28e9d3195,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2024,3,Pre-monsoon,0,602,1447,1446,0,8,4816,672,2238
6d622fae-2d0e-43ce-b413-7c1ad71e8498,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2024,4,Pre-monsoon,0,559,1647,1403,0,8,4472,602,2155
6b6c92f5-0df3-40d3-9b7a-d00d5834afcd,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2024,5,Pre-monsoon,0,426,752,715,0,8,3408,559,1833
5460bc87-47b2-4572-8017-f206dc017b8d,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2024,6,Southwest Monsoon,0,661,1176,816,0,8,5288,426,1587
37ef1c34-1bcc-4599-accb-81b187a3c6ff,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2024,7,Southwest Monsoon,0,500,1135,954,0,8,4000,661,1646
58f94361-6672-4d6b-a9b6-fcae523270bf,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2024,8,Southwest Monsoon,0,494,1058,959,0,8,3952,500,1587
81881dd2-1c7c-42ce-9713-15ace1fdda1c,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2024,9,Southwest Monsoon,0,579,981,880,0,8,4632,494,1655
0f9ca096-ff62-4926-a5ee-ad7488826578,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2024,10,Northeast Monsoon,0,660,1242,976,0,8,5280,579,1573
5ce4ce16-c96f-434f-b97c-46d32dbb24e4,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2024,11,Northeast Monsoon,0,477,1223,955,0,8,3816,660,1733
0b7221e8-13a7-4a5d-bf50-94b1e15a3f00,Amoxicillin,Erode,11.341,77.7172,Primary Health Centre,FAC_031,2024,12,Northeast Monsoon,1,851,1472,1123,0,8,6808,477,1716
adab32ab-76b3-4bf6-b5b4-82cdbeba2296,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2023,1,Winter,1,1130,3006,2850,0,8,9040,0,0
60c33005-625e-4b1c-b40c-a0f56db82699,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2023,2,Winter,1,1172,3240,2737,0,8,9376,1130,1130
ae13aa19-ce76-4b99-9518-1ba78154ff1a,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2023,3,Pre-monsoon,0,726,1949,1800,0,8,5808,1172,2302
a165cd14-1943-4795-8215-0b8739d54787,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2023,4,Pre-monsoon,0,669,1076,1033,0,8,5352,726,3028
4dc72034-722e-4d90-8832-436b51727c7d,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2023,5,Pre-monsoon,0,620,1418,1517,0,8,4960,669,2567
089ba0e8-19ea-4ca4-b55e-efc2c6de9493,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2023,6,Southwest Monsoon,0,717,1635,1640,0,8,5736,620,2015
8e9793dc-839f-4550-9c6f-2accf8209228,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2023,7,Southwest Monsoon,0,594,1032,906,0,8,4752,717,2006
ecb5556f-968d-4a9f-b2c9-c60d42c7b928,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2023,8,Southwest Monsoon,0,397,835,681,0,8,3176,594,1931
de81b784-f1e9-40ba-9bea-6c2c7d413a1e,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2023,9,Southwest Monsoon,0,754,2130,2052,0,8,6032,397,1708
4acb9d6a-90fc-4208-b62d-44bf2b75bf40,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2023,10,Northeast Monsoon,0,803,1603,1253,0,8,6424,754,1745
f947dfc3-e3fd-43d8-9ad7-c1a044161e4c,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2023,11,Northeast Monsoon,0,457,1336,1270,0,8,3656,803,1954
2c002363-0650-4e1b-a18b-8468edc5736f,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2023,12,Northeast Monsoon,1,901,1993,1817,0,8,7208,457,2014
5b77b628-bd2c-4b29-a35b-1aa8a947d859,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2024,1,Winter,1,1160,3048,2913,0,8,9280,901,2161
af39791a-ad17-4728-9aa8-4483a1a00754,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2024,2,Winter,1,1389,2322,1782,0,8,11112,1160,2518
f6c1e350-7381-4f95-8634-e2b24ee41cec,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2024,3,Pre-monsoon,0,710,1320,1233,0,8,5680,1389,3450
c15d3502-6533-495a-9642-66f5138d6285,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2024,4,Pre-monsoon,0,630,1813,1510,0,8,5040,710,3259
b8eade06-6ce9-464d-acf8-ac87e868d7dd,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2024,5,Pre-monsoon,0,688,1073,1139,0,8,5504,630,2729
fe0cfbb9-7f7d-4098-a612-ed17b10b3a40,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2024,6,Southwest Monsoon,0,854,1769,1783,0,8,6832,688,2028
fda69a1d-06e7-444f-bd7d-f0e8efdb972a,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2024,7,Southwest Monsoon,0,639,1067,767,0,8,5112,854,2172
34a77447-a6af-4748-b252-2e6113117fb6,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2024,8,Southwest Monsoon,0,623,1611,1188,0,8,4984,639,2181
366b84c1-3383-44dd-bce3-0c98d480e412,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2024,9,Southwest Monsoon,0,656,1492,1487,0,8,5248,623,2116
318e433c-7d9f-4fd6-9ae5-ddadaddb630d,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2024,10,Northeast Monsoon,0,606,1376,1229,0,8,4848,656,1918
ba3a7ae9-797d-4d86-8a94-952c74023bd3,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2024,11,Northeast Monsoon,0,721,1607,1294,0,8,5768,606,1885
cf96ab16-6bfd-4ede-b505-e364da8ae383,Amoxicillin,Thoothukudi,8.7642,78.1348,Private Hospital,FAC_034,2024,12,Northeast Monsoon,1,1320,3270,2726,0,8,10560,721,1983
8f5367fe-b519-4cea-879f-7de7aafe7e60,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2023,1,Winter,1,289,844,685,0,8,2312,0,0
793e081d-a27e-4ec0-b2dc-1a00e9ecd01b,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2023,2,Winter,1,265,777,719,0,8,2120,289,289
86af547a-eda6-44cf-b331-5d482318cedc,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2023,3,Pre-monsoon,0,175,264,151,0,8,1400,265,554
102216f9-71a5-4382-bd75-825513f4d533,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2023,4,Pre-monsoon,0,140,350,349,0,8,1120,175,729
e5103024-5d43-4aac-86d7-4485e5ec6278,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2023,5,Pre-monsoon,0,208,581,514,0,8,1664,140,580
45f24879-f8f7-4b12-acad-8d68710058fa,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2023,6,Southwest Monsoon,0,181,299,259,0,8,1448,208,523
bbe42b85-a32c-4eaa-879b-0ac3203c37bf,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2023,7,Southwest Monsoon,0,179,457,488,0,8,1432,181,529
c43e50b5-c168-43b8-8daf-c51927a050ad,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2023,8,Southwest Monsoon,0,272,724,691,0,8,2176,179,568
5d1d0f73-4a3c-44a2-83c8-dabb7f65c7b3,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2023,9,Southwest Monsoon,0,192,558,552,0,8,1536,272,632
75e6b594-590e-44c6-863e-661ffa13fdcd,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2023,10,Northeast Monsoon,0,163,282,235,0,8,1304,192,643
2b404b29-adc3-4e4d-bf80-b6a503a6e9be,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2023,11,Northeast Monsoon,0,172,343,236,0,8,1376,163,627
47c54374-1ec0-4389-a8ec-940bc90637e9,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2023,12,Northeast Monsoon,1,323,510,514,0,8,2584,172,527
f35c0743-fb4f-4cf9-96a8-dfe46f6e4e13,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2024,1,Winter,1,280,654,602,0,8,2240,323,658
5833574f-d252-41e4-b785-9d796d65dae6,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2024,2,Winter,1,216,397,296,0,8,1728,280,775
cf4fb9bb-b074-40e9-92b1-a18b6908ee6a,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2024,3,Pre-monsoon,0,209,435,407,0,8,1672,216,819
6099e0b8-f7d5-4d1e-9a17-66779bc02cff,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2024,4,Pre-monsoon,0,165,354,241,0,8,1320,209,705
7f416d11-e54a-4868-a332-2a4c9aea46c9,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2024,5,Pre-monsoon,0,235,589,537,0,8,1880,165,590
24bc0373-ba63-4601-bc74-4cb717738947,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2024,6,Southwest Monsoon,0,213,524,493,0,8,1704,235,609
5734b6df-6739-4937-9e49-9e22f6d6c8e2,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2024,7,Southwest Monsoon,0,171,450,420,0,8,1368,213,613
6b812dab-e997-49ac-b55e-1f7ce92b4884,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2024,8,Southwest Monsoon,0,219,558,419,0,8,1752,171,619
bf235099-3633-4a95-aa2a-a5279a74d66d,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2024,9,Southwest Monsoon,0,185,535,423,0,8,1480,219,603
d8aa142a-d248-48f7-88b2-d150acb69453,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2024,10,Northeast Monsoon,0,207,554,465,0,8,1656,185,575
47428f4d-535c-4047-b683-795298b16d2d,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2024,11,Northeast Monsoon,0,197,321,318,0,8,1576,207,611
dc78d885-b267-43bc-b099-618adfbd89a6,Amoxicillin,Thoothukudi,8.7642,78.1348,Primary Health Centre,FAC_035,2024,12,Northeast Monsoon,1,240,517,434,0,8,1920,197,589
d2e5efd7-fd6e-410c-ba0d-e8100bcff7cc,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2023,1,Winter,1,2104,3253,2076,0,8,16832,0,0
01abb85f-303d-4fdc-9b2a-c63004d36e50,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2023,2,Winter,1,2688,4918,4842,0,8,21504,2104,2104
7e3426a0-34cf-4071-92c8-156628eeb47b,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2023,3,Pre-monsoon,0,1475,3975,4070,0,8,11800,2688,4792
cb1d2feb-b035-4f9e-b4f4-0a78d94576f1,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2023,4,Pre-monsoon,0,1458,2832,2643,0,8,11664,1475,6267
fdc9dd7a-8e03-4680-8657-2af3d0b47e55,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2023,5,Pre-monsoon,0,1330,2589,2719,0,8,10640,1458,5621
77fe39a1-ce0e-47e6-9c86-bcde7d17d93e,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2023,6,Southwest Monsoon,0,1651,4867,4999,0,8,13208,1330,4263
e099f65a-c3c0-4c43-a763-3d0f74a8d8be,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2023,7,Southwest Monsoon,0,2033,5025,5353,0,8,16264,1651,4439
237b46dc-c63e-4dcf-b514-6fbdfdf92605,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2023,8,Southwest Monsoon,0,1304,1977,2090,0,8,10432,2033,5014
7aede72d-ad2c-409e-850d-793d0a1b56a0,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2023,9,Southwest Monsoon,0,1558,2667,1634,0,8,12464,1304,4988
9dae132f-ce8c-4f49-bbae-da3da0f18962,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2023,10,Northeast Monsoon,0,1881,4437,3787,0,8,15048,1558,4895
c7001a54-6e25-4963-b60c-49584309dedb,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2023,11,Northeast Monsoon,0,1534,3560,2603,0,8,12272,1881,4743
fae7ed48-4abb-419c-bc06-f734158e5293,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2023,12,Northeast Monsoon,1,2487,4514,4432,0,8,19896,1534,4973
7759049f-a4ff-4628-a6b2-4a6277a19d78,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2024,1,Winter,1,1957,5066,4069,0,8,15656,2487,5902
eba55e9e-0a68-43d4-ae15-613500f4c7ed,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2024,2,Winter,1,2478,7083,7247,0,8,19824,1957,5978
4c7a570e-449e-421b-be2f-3bf37e2ed7b3,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2024,3,Pre-monsoon,0,1509,2585,1778,0,8,12072,2478,6922
7541b89d-e585-4107-bba5-9b0ec2e4f55c,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2024,4,Pre-monsoon,0,1782,4321,3478,0,8,14256,1509,5944
3f9a7586-8d1a-486e-a684-c4c3c40ce061,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2024,5,Pre-monsoon,0,1829,3057,2881,0,8,14632,1782,5769
062838d2-2cac-43a4-b872-a16f862625c3,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2024,6,Southwest Monsoon,0,2156,5068,3664,0,8,17248,1829,5120
2cf9da9e-86c9-4783-ab6c-771b57d17ac2,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2024,7,Southwest Monsoon,0,1688,4433,4755,0,8,13504,2156,5767
6400859e-656b-420a-a679-169d860db6d8,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2024,8,Southwest Monsoon,0,1628,3782,3586,0,8,13024,1688,5673
e505394f-21ac-4f94-b9c3-b523035f86ef,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2024,9,Southwest Monsoon,0,1598,2572,2419,0,8,12784,1628,5472
0b247d8e-32e4-4402-a763-e4b284a1a4ad,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2024,10,Northeast Monsoon,0,1470,2757,1989,0,8,11760,1598,4914
e1e12df7-994a-4c9a-a414-3da200ebfccf,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2024,11,Northeast Monsoon,0,1631,3866,4121,0,8,13048,1470,4696
e1dd014c-7985-4b17-bfbe-0916f0e1f7ec,Amoxicillin,Thoothukudi,8.7642,78.1348,Pharmacy,FAC_036,2024,12,Northeast Monsoon,1,2225,4529,4315,0,8,17800,1631,4699
d7f2658a-3c3c-421d-a2a0-cea59d9ed92d,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2023,1,Winter,1,2245,3704,3384,0,8,17960,0,0
809fdd32-1035-42b2-b533-cfd87cf0ef1d,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2023,2,Winter,1,2622,7473,6387,0,8,20976,2245,2245
f6c4a620-8d94-4458-b4be-377cafc58f39,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2023,3,Pre-monsoon,0,1239,2696,2515,0,8,9912,2622,4867
92529ffc-3b37-405b-be49-f3afe3e98fb9,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2023,4,Pre-monsoon,0,1709,3347,3049,0,8,13672,1239,6106
ee6ae55a-e62a-49e4-9f3a-87c98786816c,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2023,5,Pre-monsoon,0,1748,4104,3453,0,8,13984,1709,5570
3a005fd3-b43f-4181-856e-c7b7a9de7f25,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2023,6,Southwest Monsoon,0,1434,2831,2379,0,8,11472,1748,4696
9bbe8aa8-07b2-42d2-8fb6-81162cffc8da,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2023,7,Southwest Monsoon,0,995,1499,1022,0,8,7960,1434,4891
ee14d227-0bcf-4c0b-a1fc-39594d6ade2e,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2023,8,Southwest Monsoon,0,1326,2429,2383,0,8,10608,995,4177
eb7b32d4-eb94-40af-8a34-eea2ced8af68,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2023,9,Southwest Monsoon,0,1744,3756,3853,0,8,13952,1326,3755
3cc06298-cbf2-478d-9f7d-c2100d8cfc4e,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2023,10,Northeast Monsoon,0,1454,2473,2414,0,8,11632,1744,4065
efe36345-5425-41c3-9746-dfc4fc578ec7,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2023,11,Northeast Monsoon,0,1241,3495,3143,0,8,9928,1454,4524
80075cac-e7f0-49d7-9b22-ab6b9aa1de46,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2023,12,Northeast Monsoon,1,2024,4125,3264,0,8,16192,1241,4439
eaae3d85-aabd-455a-b57f-f82ffdb79e57,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2024,1,Winter,1,2466,5739,4402,0,8,19728,2024,4719
937dff67-76fb-4dfa-aff1-e22a3471a921,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2024,2,Winter,1,2369,5709,5845,0,8,18952,2466,5731
802249cd-d069-4d5e-ba48-73c7ce7cd6ed,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2024,3,Pre-monsoon,0,1407,3922,3114,0,8,11256,2369,6859
3c61ebf2-434c-4fb0-9692-dcaec79e1161,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2024,4,Pre-monsoon,0,1379,3182,2543,0,8,11032,1407,6242
7a043eb7-066e-43f9-a537-bc812ef6e2b2,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2024,5,Pre-monsoon,0,1374,3887,3019,0,8,10992,1379,5155
ba94e6d8-2ad0-43d0-b6af-754510b23697,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2024,6,Southwest Monsoon,0,1257,2027,1168,0,8,10056,1374,4160
91f28569-2691-403e-895a-49de945a9153,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2024,7,Southwest Monsoon,0,1813,4098,2879,0,8,14504,1257,4010
cf4e3634-ee03-41a5-9608-edf2f23640db,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2024,8,Southwest Monsoon,0,1389,3295,2829,0,8,11112,1813,4444
127db27d-6f16-4af3-a836-267c8bc96fe1,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2024,9,Southwest Monsoon,0,1726,4116,4315,0,8,13808,1389,4459
20405f4f-2391-4956-a222-02eea3919f4f,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2024,10,Northeast Monsoon,0,1793,4173,3794,0,8,14344,1726,4928
538d704e-e65b-433a-9be5-88f39523a604,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2024,11,Northeast Monsoon,0,1678,5030,4568,0,8,13424,1793,4908
c7877da2-5d9e-4771-a977-6ebe4780f6ab,Amoxicillin,Kanchipuram,12.8185,79.6947,Private Hospital,FAC_038,2024,12,Northeast Monsoon,1,2048,5453,4693,0,8,16384,1678,5197
68c316d8-2724-4e12-beb4-0192bc68b5ba,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2023,1,Winter,1,521,1478,1389,0,8,4168,0,0
93a2f261-4a02-4c97-bc95-035e8d3ef08f,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2023,2,Winter,1,490,1365,1081,0,8,3920,521,521
9bc4a18f-4dc3-4d29-9b92-9c3dccc962c7,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2023,3,Pre-monsoon,0,283,637,461,0,8,2264,490,1011
2eef1c29-3a0d-4126-b30d-b32e11685ffa,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2023,4,Pre-monsoon,0,343,701,464,0,8,2744,283,1294
0177f500-c4e7-49f0-a929-0c256f0fc42e,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2023,5,Pre-monsoon,0,269,499,544,0,8,2152,343,1116
727f5fcd-7e8f-436c-8385-4255a3f2e1df,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2023,6,Southwest Monsoon,0,386,1147,1114,0,8,3088,269,895
9c57f2e9-2e75-4f11-8ade-c252e5d16617,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2023,7,Southwest Monsoon,0,305,803,628,0,8,2440,386,998
440369db-81f3-40ff-a792-5cfaad144730,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2023,8,Southwest Monsoon,0,337,585,520,0,8,2696,305,960
2b8bfb50-88c5-4223-b750-1e1cd141229f,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2023,9,Southwest Monsoon,0,341,800,828,0,8,2728,337,1028
c2f4672b-9ad1-4b57-9a92-6864ebfc3a87,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2023,10,Northeast Monsoon,0,315,541,528,0,8,2520,341,983
869cd456-3ead-4861-ab23-7a899011f0a6,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2023,11,Northeast Monsoon,0,356,1035,798,0,8,2848,315,993
ed7f8b93-913f-4a1b-82de-30f69c52885b,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2023,12,Northeast Monsoon,1,456,1204,979,0,8,3648,356,1012
a9731acd-6b0b-4736-bd15-4d3dcb9f2341,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2024,1,Winter,1,556,1054,781,0,8,4448,456,1127
a4b4113b-4852-457a-a7d2-eef148111701,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2024,2,Winter,1,392,981,889,0,8,3136,556,1368
6d6f42f9-8aac-4fef-be89-301aa202330f,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2024,3,Pre-monsoon,0,334,897,779,0,8,2672,392,1404
d7d6b690-ea53-47fe-ba4f-fb10ba74a5d0,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2024,4,Pre-monsoon,0,423,1216,1255,0,8,3384,334,1282
4300b394-1d36-452a-8a30-73344dbedb80,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2024,5,Pre-monsoon,0,278,433,400,0,8,2224,423,1149
f4d847f2-6f30-4789-906d-b3d8bbcc0d82,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2024,6,Southwest Monsoon,0,294,486,536,0,8,2352,278,1035
d2174252-21dd-4374-b34f-75427ac50193,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2024,7,Southwest Monsoon,0,353,864,703,0,8,2824,294,995
ea4651d4-632e-4dfc-8c94-5527cfa0a53d,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2024,8,Southwest Monsoon,0,336,877,816,0,8,2688,353,925
38235a38-9987-40a5-ad67-8429a416ee96,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2024,9,Southwest Monsoon,0,345,812,687,0,8,2760,336,983
fa591975-4d55-4d68-9e24-afbf9b6f7903,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2024,10,Northeast Monsoon,0,352,727,666,0,8,2816,345,1034
48416757-5334-4ce2-b2c6-aa39f961cb98,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2024,11,Northeast Monsoon,0,359,1022,795,0,8,2872,352,1033
5c9b1d11-89be-49c7-8b9a-2758c7c0ed99,Amoxicillin,Kanchipuram,12.8185,79.6947,Primary Health Centre,FAC_039,2024,12,Northeast Monsoon,1,573,1075,1175,0,8,4584,359,1056
