batch_id,drug_name,region,facility_type,manufacture_date,expiry_date,shelf_life_months,arrival_date,days_to_expiry_on_arrival,initial_quantity,avg_daily_consumption,demand_forecast_30d,season_on_arrival,disease_season_flag,quantity_remaining_30d_before_expiry,quantity_wasted,expired_unused,redistribution_done,redistribution_region
BATCH_TN_2024_2738,Ondansetron,Thoothukudi,Government Hospital,2024-04-17,2026-04-07,24,2024-05-18,689,1390,2.42,72,Pre-monsoon,1,0,0,0,0,
BATCH_TN_2023_2739,Artemether,Tirunelveli,Private Hospital,2023-08-26,2025-08-15,24,2023-09-11,704,1129,1.5,44,Southwest Monsoon,1,257,12,0,1,Coimbatore
BATCH_TN_2023_2740,Chloroquine,Vellore,Government Hospital,2023-03-25,2028-02-27,60,2023-05-05,1759,4380,1.04,31,Pre-monsoon,0,2559,914,0,0,
BATCH_TN_2023_2741,Insulin,Chennai,Private Hospital,2023-03-17,2024-03-11,12,2023-04-11,335,698,2.03,60,Pre-monsoon,0,155,27,0,0,
BATCH_TN_2024_2742,Artemether,Madurai,Private Hospital,2024-08-30,2026-08-20,24,2024-10-12,677,3709,4.06,121,Northeast Monsoon,0,1097,324,0,0,
BATCH_TN_2023_2743,Paracetamol,Thoothukudi,Pharmacy,2023-03-25,2026-03-09,36,2023-04-15,1059,254,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_2744,Paracetamol,Trichy,Government Hospital,2023-07-14,2026-06-28,36,2023-08-26,1037,3908,1.98,59,Southwest Monsoon,0,2014,712,0,0,
BATCH_TN_2024_2745,Metformin,Madurai,Primary Health Centre,2024-12-23,2027-12-08,36,2025-01-17,1055,522,0.5,15,Winter,0,45,4,0,0,
BATCH_TN_2023_2746,Artemether,Coimbatore,Private Hospital,2023-04-22,2025-04-11,24,2023-07-19,632,1283,2.29,68,Southwest Monsoon,1,95,12,0,0,
BATCH_TN_2023_2747,Metformin,Coimbatore,Private Hospital,2023-11-13,2026-10-28,36,2023-12-02,1061,2453,2.25,67,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_2748,Metformin,Trichy,Government Hospital,2023-01-23,2026-01-07,36,2023-03-31,1013,1017,0.83,24,Pre-monsoon,0,227,41,0,0,
BATCH_TN_2024_2749,Amoxicillin,Salem,Pharmacy,2024-01-27,2026-01-16,24,2024-03-18,669,761,1.58,47,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_2750,Paracetamol,Tirunelveli,Primary Health Centre,2024-04-03,2027-03-19,36,2024-05-26,1027,526,0.63,18,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_2751,Amlodipine,Erode,Pharmacy,2024-01-31,2027-01-15,36,2024-04-23,997,787,0.57,16,Pre-monsoon,0,317,1,0,1,Tirunelveli
BATCH_TN_2024_2752,Ondansetron,Vellore,Government Hospital,2024-09-23,2026-09-13,24,2024-12-15,637,5747,4.79,143,Northeast Monsoon,0,2769,931,0,0,
BATCH_TN_2024_2753,Salbutamol,Chennai,Government Hospital,2024-09-30,2026-09-20,24,2024-10-20,700,7971,7.1,213,Northeast Monsoon,0,2943,106,0,1,Salem
BATCH_TN_2023_2754,Ondansetron,Thoothukudi,Government Hospital,2023-11-06,2025-10-26,24,2023-12-24,672,7830,8.8,264,Northeast Monsoon,0,2614,177,0,1,Tirunelveli
BATCH_TN_2023_2755,Insulin,Tirunelveli,Government Hospital,2023-06-09,2024-06-03,12,2023-08-19,289,2399,5.69,170,Southwest Monsoon,0,971,103,0,1,Vellore
BATCH_TN_2024_2756,Ibuprofen,Kanchipuram,Pharmacy,2024-03-17,2027-03-02,36,2024-06-01,1004,1466,2.0,59,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_2757,Chloroquine,Vellore,Pharmacy,2024-04-01,2029-03-06,60,2024-05-01,1770,1336,1.05,31,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_2758,Insulin,Madurai,Private Hospital,2024-02-10,2025-02-04,12,2024-03-26,315,502,1.97,59,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_2759,Amoxicillin,Thoothukudi,Government Hospital,2024-01-17,2026-01-06,24,2024-04-03,643,6849,14.29,428,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_2760,Amoxicillin,Salem,Primary Health Centre,2024-02-23,2026-02-12,24,2024-04-13,670,104,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_2761,Ibuprofen,Coimbatore,Private Hospital,2023-03-22,2026-03-06,36,2023-04-23,1048,1873,2.03,60,Pre-monsoon,0,66,6,0,0,
BATCH_TN_2023_2762,Ciprofloxacin,Thoothukudi,Government Hospital,2023-01-10,2024-12-30,24,2023-02-20,679,2236,2.76,82,Winter,0,201,45,0,0,
BATCH_TN_2024_2763,Salbutamol,Kanchipuram,Government Hospital,2024-09-24,2026-09-14,24,2024-11-08,675,7578,7.22,216,Northeast Monsoon,0,2816,177,0,1,Coimbatore
BATCH_TN_2024_2764,Insulin,Trichy,Government Hospital,2024-07-18,2025-07-13,12,2024-09-18,298,2214,6.4,192,Southwest Monsoon,0,489,116,0,0,
BATCH_TN_2024_2765,Artemether,Kanchipuram,Private Hospital,2024-10-07,2026-09-27,24,2024-12-30,636,2192,1.09,32,Northeast Monsoon,0,1475,35,0,1,Tirunelveli
BATCH_TN_2023_2766,Amlodipine,Madurai,Primary Health Centre,2023-08-01,2026-07-16,36,2023-09-02,1048,156,0.5,15,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_2767,Ciprofloxacin,Thoothukudi,Government Hospital,2023-12-29,2025-12-18,24,2024-02-28,659,4777,6.67,200,Winter,0,555,114,0,0,
BATCH_TN_2024_2768,Ciprofloxacin,Chennai,Pharmacy,2024-02-28,2026-02-17,24,2024-03-26,693,708,0.52,15,Pre-monsoon,0,349,180,0,0,
BATCH_TN_2023_2769,Chloroquine,Thoothukudi,Primary Health Centre,2023-05-04,2028-04-07,60,2023-07-16,1727,734,0.5,15,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2023_2770,Ciprofloxacin,Kanchipuram,Government Hospital,2023-09-19,2025-09-08,24,2023-10-04,705,3380,4.78,143,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2024_2771,Amlodipine,Trichy,Government Hospital,2024-04-10,2027-03-26,36,2024-05-03,1057,2916,3.27,98,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_2772,Ibuprofen,Madurai,Pharmacy,2023-11-19,2026-11-03,36,2024-01-10,1028,1197,0.83,24,Winter,0,433,154,0,0,
BATCH_TN_2024_2773,Salbutamol,Vellore,Government Hospital,2024-10-10,2026-09-30,24,2024-11-15,684,3348,3.65,109,Northeast Monsoon,0,1099,252,0,0,
BATCH_TN_2023_2774,Amlodipine,Chennai,Primary Health Centre,2023-10-29,2026-10-13,36,2023-12-06,1042,660,0.5,15,Northeast Monsoon,0,111,28,0,0,
BATCH_TN_2024_2775,Omeprazole,Coimbatore,Government Hospital,2024-11-11,2026-11-01,24,2024-12-25,676,1782,2.46,73,Northeast Monsoon,0,149,26,0,0,
BATCH_TN_2023_2776,Artemether,Vellore,Pharmacy,2023-01-10,2024-12-30,24,2023-02-28,671,757,1.23,36,Winter,0,0,0,0,0,
BATCH_TN_2024_2777,Ibuprofen,Thoothukudi,Private Hospital,2024-04-20,2027-04-05,36,2024-07-18,991,2563,3.3,98,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_2778,Chloroquine,Coimbatore,Pharmacy,2023-11-22,2028-10-26,60,2024-01-12,1749,937,0.5,15,Winter,0,202,16,0,0,
BATCH_TN_2024_2779,Amlodipine,Thoothukudi,Private Hospital,2024-08-03,2027-07-19,36,2024-09-01,1051,2969,3.77,113,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_2780,Omeprazole,Thoothukudi,Private Hospital,2024-10-27,2026-10-17,24,2024-11-20,696,603,0.73,21,Northeast Monsoon,0,73,14,0,0,
BATCH_TN_2024_2781,Ibuprofen,Madurai,Pharmacy,2024-06-24,2027-06-09,36,2024-08-03,1040,582,0.5,15,Southwest Monsoon,0,16,2,0,0,
BATCH_TN_2024_2782,Metformin,Kanchipuram,Primary Health Centre,2024-07-11,2027-06-26,36,2024-09-02,1027,585,0.54,16,Southwest Monsoon,0,36,5,0,0,
BATCH_TN_2024_2783,Ciprofloxacin,Coimbatore,Government Hospital,2024-01-09,2025-12-29,24,2024-02-02,696,7217,5.63,168,Winter,0,3478,1549,0,0,
BATCH_TN_2024_2784,Amoxicillin,Vellore,Primary Health Centre,2024-10-23,2026-10-13,24,2025-01-01,650,453,0.5,15,Winter,1,129,39,0,0,
BATCH_TN_2024_2785,Metformin,Thoothukudi,Primary Health Centre,2024-09-21,2027-09-06,36,2024-12-18,992,592,0.66,19,Northeast Monsoon,0,3,0,0,0,
BATCH_TN_2024_2786,Amoxicillin,Chennai,Pharmacy,2024-02-05,2026-01-25,24,2024-04-02,663,451,0.5,15,Pre-monsoon,0,116,32,0,0,
BATCH_TN_2024_2787,Ondansetron,Erode,Primary Health Centre,2024-10-10,2026-09-30,24,2024-12-16,653,710,0.95,28,Northeast Monsoon,0,78,19,0,0,
BATCH_TN_2023_2788,Ondansetron,Vellore,Pharmacy,2023-10-06,2025-09-25,24,2023-11-22,673,624,0.5,15,Northeast Monsoon,0,267,1,0,1,Kanchipuram
BATCH_TN_2024_2789,Ibuprofen,Trichy,Pharmacy,2024-07-25,2027-07-10,36,2024-08-26,1048,599,0.66,19,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_2790,Chloroquine,Salem,Pharmacy,2024-08-25,2029-07-30,60,2024-10-18,1746,441,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_2791,Metformin,Chennai,Private Hospital,2023-10-22,2026-10-06,36,2024-01-17,993,3519,4.23,127,Winter,0,0,0,0,0,
BATCH_TN_2024_2792,Insulin,Kanchipuram,Pharmacy,2024-10-16,2025-10-11,12,2025-01-11,273,777,1.8,53,Winter,0,280,142,0,0,
BATCH_TN_2023_2793,Omeprazole,Coimbatore,Government Hospital,2023-11-12,2025-11-01,24,2023-12-22,680,5703,5.48,164,Northeast Monsoon,0,1932,525,0,0,
BATCH_TN_2024_2794,Metformin,Thoothukudi,Pharmacy,2024-11-29,2027-11-14,36,2025-01-11,1037,1192,0.87,26,Winter,0,303,16,0,1,Erode
BATCH_TN_2023_2795,Amlodipine,Thoothukudi,Private Hospital,2023-07-08,2026-06-22,36,2023-08-09,1048,1730,0.83,24,Southwest Monsoon,0,935,55,0,1,Kanchipuram
BATCH_TN_2024_2796,Metformin,Coimbatore,Private Hospital,2024-10-09,2027-09-24,36,2024-11-11,1047,1324,0.66,19,Northeast Monsoon,1,727,39,0,1,Kanchipuram
BATCH_TN_2024_2797,Paracetamol,Salem,Private Hospital,2024-02-01,2027-01-16,36,2024-04-10,1011,3323,4.21,126,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_2798,Ibuprofen,Trichy,Primary Health Centre,2023-12-04,2026-11-18,36,2024-01-17,1036,165,0.5,15,Winter,0,0,0,0,0,
BATCH_TN_2024_2799,Metformin,Madurai,Government Hospital,2024-08-08,2027-07-24,36,2024-10-16,1011,4979,3.31,99,Northeast Monsoon,1,1567,100,0,1,Tirunelveli
BATCH_TN_2023_2800,Ondansetron,Coimbatore,Private Hospital,2023-07-10,2025-06-29,24,2023-09-08,660,3650,4.89,146,Southwest Monsoon,0,515,107,0,0,
BATCH_TN_2024_2801,Metformin,Coimbatore,Pharmacy,2024-09-16,2027-09-01,36,2024-11-26,1009,383,0.51,15,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2024_2802,Paracetamol,Trichy,Private Hospital,2024-08-10,2027-07-26,36,2024-10-25,1004,3167,4.04,121,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2024_2803,Ondansetron,Tirunelveli,Pharmacy,2024-12-18,2026-12-08,24,2025-01-08,699,996,1.96,58,Winter,0,0,0,0,0,
BATCH_TN_2024_2804,Amoxicillin,Chennai,Private Hospital,2024-01-17,2026-01-06,24,2024-04-08,638,2003,3.16,94,Pre-monsoon,0,290,49,0,0,
BATCH_TN_2023_2805,Metformin,Vellore,Private Hospital,2023-12-14,2026-11-28,36,2024-03-06,997,3184,3.43,102,Pre-monsoon,0,340,29,0,0,
BATCH_TN_2024_2806,Amoxicillin,Vellore,Pharmacy,2024-09-13,2026-09-03,24,2024-10-16,687,255,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_2807,Chloroquine,Coimbatore,Government Hospital,2024-11-13,2029-10-18,60,2024-12-26,1757,2664,1.89,56,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_2808,Omeprazole,Chennai,Primary Health Centre,2023-01-26,2025-01-15,24,2023-02-10,705,459,0.7,20,Winter,0,1,0,0,0,
BATCH_TN_2023_2809,Ibuprofen,Kanchipuram,Government Hospital,2023-07-17,2026-07-01,36,2023-10-15,990,6246,2.9,86,Northeast Monsoon,0,3747,1135,0,0,
BATCH_TN_2023_2810,Insulin,Trichy,Private Hospital,2023-12-15,2024-12-09,12,2024-02-08,305,866,2.43,72,Winter,0,177,10,0,1,Coimbatore
BATCH_TN_2023_2811,Metformin,Vellore,Pharmacy,2023-06-20,2026-06-04,36,2023-07-20,1050,1612,0.63,19,Southwest Monsoon,0,912,446,0,0,
BATCH_TN_2023_2812,Salbutamol,Kanchipuram,Government Hospital,2023-04-12,2025-04-01,24,2023-06-17,654,1137,1.82,54,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_2813,Ciprofloxacin,Salem,Primary Health Centre,2023-02-28,2025-02-17,24,2023-05-24,635,480,0.53,15,Pre-monsoon,1,139,49,0,0,
BATCH_TN_2023_2814,Insulin,Tirunelveli,Government Hospital,2023-06-21,2024-06-15,12,2023-09-11,278,2823,7.21,216,Southwest Monsoon,0,1145,424,0,0,
BATCH_TN_2023_2815,Chloroquine,Chennai,Private Hospital,2023-08-05,2028-07-09,60,2023-10-15,1729,3527,2.74,82,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_2816,Insulin,Erode,Private Hospital,2024-05-24,2025-05-19,12,2024-07-14,309,2590,8.57,257,Southwest Monsoon,0,83,11,0,0,
BATCH_TN_2024_2817,Chloroquine,Madurai,Primary Health Centre,2024-09-21,2029-08-26,60,2024-11-08,1752,662,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_2818,Paracetamol,Madurai,Pharmacy,2023-06-21,2026-06-05,36,2023-07-18,1053,825,1.08,32,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_2819,Amlodipine,Tirunelveli,Private Hospital,2024-06-26,2027-06-11,36,2024-08-24,1021,1399,1.16,34,Southwest Monsoon,0,377,12,0,1,Erode
BATCH_TN_2023_2820,Amoxicillin,Coimbatore,Government Hospital,2023-05-19,2025-05-08,24,2023-08-08,639,2983,5.91,177,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_2821,Ciprofloxacin,Vellore,Pharmacy,2024-04-15,2026-04-05,24,2024-05-03,702,1159,0.99,29,Pre-monsoon,1,442,149,0,0,
BATCH_TN_2024_2822,Paracetamol,Vellore,Government Hospital,2024-06-07,2027-05-23,36,2024-08-17,1009,6083,7.15,214,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_2823,Amoxicillin,Trichy,Government Hospital,2023-04-27,2025-04-16,24,2023-06-11,675,2217,1.39,41,Southwest Monsoon,0,1273,580,0,0,
BATCH_TN_2023_2824,Ondansetron,Salem,Private Hospital,2023-01-10,2024-12-30,24,2023-03-01,670,972,0.56,16,Pre-monsoon,0,663,355,0,0,
BATCH_TN_2023_2825,Ondansetron,Madurai,Primary Health Centre,2023-07-28,2025-07-17,24,2023-08-29,688,661,0.98,29,Southwest Monsoon,0,66,10,0,0,
BATCH_TN_2024_2826,Chloroquine,Kanchipuram,Government Hospital,2024-06-08,2029-05-13,60,2024-08-24,1723,2472,1.58,47,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2024_2827,Metformin,Coimbatore,Government Hospital,2024-07-18,2027-07-03,36,2024-09-04,1032,3762,1.96,58,Southwest Monsoon,0,1622,68,0,1,Tirunelveli
BATCH_TN_2024_2828,Ciprofloxacin,Vellore,Pharmacy,2024-01-23,2026-01-12,24,2024-04-08,644,1690,3.35,100,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_2829,Omeprazole,Madurai,Private Hospital,2024-06-29,2026-06-19,24,2024-09-04,653,1871,1.67,50,Southwest Monsoon,0,874,347,0,0,
BATCH_TN_2024_2830,Ondansetron,Thoothukudi,Government Hospital,2024-04-25,2026-04-15,24,2024-07-18,636,4639,7.19,215,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_2831,Ciprofloxacin,Kanchipuram,Pharmacy,2023-02-07,2025-01-27,24,2023-03-03,696,1427,2.71,81,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_2832,Paracetamol,Chennai,Primary Health Centre,2023-08-21,2026-08-05,36,2023-10-05,1035,513,0.5,15,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2024_2833,Ciprofloxacin,Coimbatore,Government Hospital,2024-11-01,2026-10-22,24,2024-12-20,671,7298,11.29,338,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2024_2834,Amlodipine,Salem,Primary Health Centre,2024-09-25,2027-09-10,36,2024-12-13,1001,120,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_2835,Artemether,Chennai,Private Hospital,2024-12-12,2026-12-02,24,2025-01-23,678,3144,2.29,68,Winter,0,1626,190,0,1,Madurai
BATCH_TN_2024_2836,Salbutamol,Madurai,Pharmacy,2024-07-01,2026-06-21,24,2024-08-06,684,1320,2.62,78,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_2837,Paracetamol,Tirunelveli,Primary Health Centre,2023-10-25,2026-10-09,36,2024-01-06,1007,728,0.96,28,Winter,1,0,0,0,0,
BATCH_TN_2023_2838,Artemether,Tirunelveli,Pharmacy,2023-07-08,2025-06-27,24,2023-08-23,674,806,1.0,29,Southwest Monsoon,1,251,66,0,0,
BATCH_TN_2023_2839,Metformin,Salem,Primary Health Centre,2023-11-22,2026-11-06,36,2024-01-07,1034,573,0.63,19,Winter,0,0,0,0,0,
BATCH_TN_2023_2840,Ondansetron,Erode,Private Hospital,2023-06-12,2025-06-01,24,2023-09-03,637,2479,5.26,157,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_2841,Metformin,Tirunelveli,Government Hospital,2023-10-14,2026-09-28,36,2023-12-30,1003,2519,1.6,48,Northeast Monsoon,0,997,317,0,0,
BATCH_TN_2023_2842,Omeprazole,Vellore,Private Hospital,2023-02-20,2025-02-09,24,2023-05-13,638,3562,7.79,233,Pre-monsoon,1,0,0,0,0,
BATCH_TN_2023_2843,Ciprofloxacin,Chennai,Government Hospital,2023-12-29,2025-12-18,24,2024-02-23,664,5770,11.64,349,Winter,0,0,0,0,0,
BATCH_TN_2024_2844,Ondansetron,Coimbatore,Government Hospital,2024-01-03,2025-12-23,24,2024-02-22,670,2470,2.33,69,Winter,0,946,342,0,0,
BATCH_TN_2023_2845,Ondansetron,Trichy,Primary Health Centre,2023-02-28,2025-02-17,24,2023-04-09,680,567,0.83,24,Pre-monsoon,0,95,16,0,0,
BATCH_TN_2024_2846,Metformin,Coimbatore,Private Hospital,2024-05-18,2027-05-03,36,2024-08-08,998,1748,0.56,16,Southwest Monsoon,0,1246,157,0,1,Chennai
BATCH_TN_2023_2847,Paracetamol,Salem,Pharmacy,2023-07-11,2026-06-25,36,2023-09-11,1018,1141,0.6,17,Southwest Monsoon,0,567,46,0,1,Trichy
BATCH_TN_2023_2848,Ciprofloxacin,Vellore,Private Hospital,2023-09-24,2025-09-13,24,2023-11-18,665,2613,2.44,73,Northeast Monsoon,1,956,19,0,1,Thoothukudi
BATCH_TN_2024_2849,Chloroquine,Coimbatore,Primary Health Centre,2024-03-17,2029-02-19,60,2024-05-11,1745,651,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_2850,Artemether,Madurai,Primary Health Centre,2024-01-30,2026-01-19,24,2024-02-19,700,376,0.59,17,Winter,0,23,3,0,0,
BATCH_TN_2024_2851,Metformin,Coimbatore,Pharmacy,2024-03-27,2027-03-12,36,2024-06-11,1004,1630,0.87,26,Southwest Monsoon,0,728,370,0,0,
BATCH_TN_2024_2852,Amoxicillin,Trichy,Primary Health Centre,2024-07-23,2026-07-13,24,2024-09-22,659,259,0.5,15,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_2853,Insulin,Thoothukudi,Pharmacy,2024-05-29,2025-05-24,12,2024-06-23,335,1546,3.04,91,Southwest Monsoon,0,673,52,0,1,Coimbatore
BATCH_TN_2024_2854,Chloroquine,Thoothukudi,Private Hospital,2024-05-04,2029-04-08,60,2024-07-29,1714,1652,0.51,15,Southwest Monsoon,1,914,269,0,0,
BATCH_TN_2023_2855,Artemether,Coimbatore,Government Hospital,2023-01-15,2025-01-04,24,2023-02-02,702,2775,3.52,105,Winter,0,127,27,0,0,
BATCH_TN_2024_2856,Artemether,Trichy,Private Hospital,2024-06-05,2026-05-26,24,2024-06-29,696,2177,1.35,40,Southwest Monsoon,1,1298,69,0,1,Tirunelveli
BATCH_TN_2024_2857,Amoxicillin,Tirunelveli,Private Hospital,2024-06-06,2026-05-27,24,2024-07-07,689,3868,6.71,201,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_2858,Amlodipine,Thoothukudi,Primary Health Centre,2024-08-27,2027-08-12,36,2024-11-23,992,149,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_2859,Amlodipine,Thoothukudi,Private Hospital,2023-04-06,2026-03-21,36,2023-05-25,1031,2958,3.02,90,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_2860,Ondansetron,Chennai,Primary Health Centre,2023-09-18,2025-09-07,24,2023-11-04,673,194,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_2861,Artemether,Tirunelveli,Primary Health Centre,2024-02-06,2026-01-26,24,2024-02-28,698,579,0.5,15,Winter,0,196,10,0,1,Coimbatore
BATCH_TN_2023_2862,Ciprofloxacin,Madurai,Government Hospital,2023-03-06,2025-02-23,24,2023-05-01,664,1610,2.98,89,Pre-monsoon,1,0,0,0,0,
BATCH_TN_2023_2863,Metformin,Erode,Private Hospital,2023-04-29,2026-04-13,36,2023-06-16,1032,639,0.5,15,Southwest Monsoon,0,119,7,0,1,Trichy
BATCH_TN_2024_2864,Chloroquine,Trichy,Pharmacy,2024-11-24,2029-10-29,60,2025-01-17,1746,1719,1.2,35,Winter,0,0,0,0,0,
BATCH_TN_2023_2865,Salbutamol,Vellore,Government Hospital,2023-08-22,2025-08-11,24,2023-09-28,683,6264,4.17,125,Southwest Monsoon,0,3271,383,0,1,Thoothukudi
BATCH_TN_2024_2866,Chloroquine,Thoothukudi,Pharmacy,2024-03-09,2029-02-11,60,2024-03-24,1785,939,0.63,18,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_2867,Ibuprofen,Chennai,Private Hospital,2024-11-02,2027-10-18,36,2025-01-09,1012,1199,0.8,24,Winter,0,394,34,0,1,Madurai
BATCH_TN_2023_2868,Chloroquine,Chennai,Pharmacy,2023-01-16,2027-12-21,60,2023-02-19,1766,550,0.5,15,Winter,0,0,0,0,0,
BATCH_TN_2024_2869,Insulin,Vellore,Primary Health Centre,2024-01-21,2025-01-15,12,2024-04-20,270,214,0.91,27,Pre-monsoon,0,13,2,0,0,
BATCH_TN_2024_2870,Amoxicillin,Vellore,Private Hospital,2024-07-24,2026-07-14,24,2024-08-16,697,2302,1.06,31,Southwest Monsoon,0,1639,199,0,1,Coimbatore
BATCH_TN_2024_2871,Ciprofloxacin,Coimbatore,Primary Health Centre,2024-02-03,2026-01-23,24,2024-03-06,688,766,0.62,18,Pre-monsoon,0,398,208,0,0,
BATCH_TN_2024_2872,Artemether,Madurai,Private Hospital,2024-02-28,2026-02-17,24,2024-05-10,648,2761,3.15,94,Pre-monsoon,0,947,278,0,0,
BATCH_TN_2024_2873,Ondansetron,Kanchipuram,Pharmacy,2024-10-18,2026-10-08,24,2025-01-04,642,1489,2.64,79,Winter,0,0,0,0,0,
BATCH_TN_2023_2874,Insulin,Kanchipuram,Government Hospital,2023-08-12,2024-08-06,12,2023-10-12,299,2862,9.55,286,Northeast Monsoon,1,119,20,0,0,
BATCH_TN_2024_2875,Insulin,Thoothukudi,Government Hospital,2024-10-19,2025-10-14,12,2024-11-04,344,5355,16.89,506,Northeast Monsoon,1,106,15,0,0,
BATCH_TN_2024_2876,Insulin,Chennai,Private Hospital,2024-12-26,2025-12-21,12,2025-03-15,281,3994,8.9,266,Pre-monsoon,0,1709,684,0,0,
BATCH_TN_2024_2877,Omeprazole,Salem,Government Hospital,2024-09-08,2026-08-29,24,2024-11-06,661,5993,8.35,250,Northeast Monsoon,0,368,58,0,0,
BATCH_TN_2023_2878,Ciprofloxacin,Tirunelveli,Government Hospital,2023-04-02,2025-03-22,24,2023-05-26,666,7397,9.11,273,Pre-monsoon,1,1536,301,0,0,
BATCH_TN_2023_2879,Amlodipine,Coimbatore,Private Hospital,2023-11-20,2026-11-04,36,2024-01-09,1030,1995,2.1,63,Winter,0,96,8,0,0,
BATCH_TN_2023_2880,Artemether,Coimbatore,Pharmacy,2023-11-05,2025-10-25,24,2023-12-05,690,909,1.55,46,Northeast Monsoon,0,24,2,0,0,
BATCH_TN_2023_2881,Amlodipine,Trichy,Private Hospital,2023-02-24,2026-02-08,36,2023-03-15,1061,1336,0.74,22,Pre-monsoon,0,601,147,0,0,
BATCH_TN_2024_2882,Chloroquine,Erode,Pharmacy,2024-10-28,2029-10-02,60,2025-01-26,1710,433,0.5,15,Winter,0,0,0,0,0,
BATCH_TN_2024_2883,Salbutamol,Coimbatore,Private Hospital,2024-03-19,2026-03-09,24,2024-04-05,703,2343,2.35,70,Pre-monsoon,0,543,54,0,1,Vellore
BATCH_TN_2023_2884,Chloroquine,Tirunelveli,Private Hospital,2023-08-09,2028-07-13,60,2023-10-12,1736,3550,1.79,53,Northeast Monsoon,0,886,84,0,0,
BATCH_TN_2023_2885,Omeprazole,Salem,Primary Health Centre,2023-11-27,2025-11-16,24,2024-01-19,667,783,0.74,22,Winter,0,338,145,0,0,
BATCH_TN_2023_2886,Chloroquine,Madurai,Pharmacy,2023-06-18,2028-05-22,60,2023-08-23,1734,434,0.5,15,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2023_2887,Amoxicillin,Erode,Government Hospital,2023-09-03,2025-08-23,24,2023-10-28,665,6094,4.82,144,Northeast Monsoon,0,3468,340,0,1,Kanchipuram
BATCH_TN_2023_2888,Paracetamol,Salem,Primary Health Centre,2023-07-21,2026-07-05,36,2023-09-16,1023,262,0.5,15,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_2889,Omeprazole,Erode,Government Hospital,2024-11-14,2026-11-04,24,2025-01-27,646,2243,3.01,90,Winter,0,431,25,0,1,Madurai
BATCH_TN_2023_2890,Omeprazole,Kanchipuram,Primary Health Centre,2023-07-31,2025-07-20,24,2023-10-11,648,522,0.67,20,Northeast Monsoon,0,78,28,0,0,
BATCH_TN_2023_2891,Ondansetron,Erode,Private Hospital,2023-10-05,2025-09-24,24,2023-11-09,685,3846,4.07,121,Northeast Monsoon,0,1582,490,0,0,
BATCH_TN_2024_2892,Insulin,Tirunelveli,Private Hospital,2024-10-26,2025-10-21,12,2025-01-19,275,3661,16.77,503,Winter,0,0,0,0,0,
