region,lat,lng,drug_name,facility_type,month,year,season,disease_season_flag,population_est,facility_count,disease_prevalence_index,total_quantity_demanded,total_quantity_supplied,supply_gap,demand_per_capita,demand_score
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,4,2023,Pre-monsoon,0,2100000,210,0.089,587,563,0.0409,0.00028,0.0214
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,5,2023,Pre-monsoon,1,2100000,210,0.4807,747,721,0.0348,0.000356,0.0282
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,6,2023,Southwest Monsoon,1,2100000,210,0.317,632,600,0.0506,0.000301,0.0233
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,7,2023,Southwest Monsoon,0,2100000,210,0.1365,306,283,0.0752,0.000146,0.0096
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,8,2023,Southwest Monsoon,0,2100000,210,0.1521,532,534,0.0,0.000253,0.0191
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,9,2023,Southwest Monsoon,0,2100000,210,0.1765,423,401,0.052,0.000201,0.0145
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,10,2023,Northeast Monsoon,1,2100000,210,0.3649,743,748,0.0,0.000354,0.028
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,12,2023,Northeast Monsoon,1,2100000,210,0.4577,695,666,0.0417,0.000331,0.026
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,1,2024,Winter,1,2100000,210,0.4032,727,706,0.0289,0.000346,0.0273
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,2,2024,Winter,0,2100000,210,0.0978,502,452,0.0996,0.000239,0.0179
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,3,2024,Pre-monsoon,0,2100000,210,0.1515,402,384,0.0448,0.000191,0.0137
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,4,2024,Pre-monsoon,0,2100000,210,0.0721,569,495,0.1301,0.000271,0.0207
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,5,2024,Pre-monsoon,1,2100000,210,0.5207,659,610,0.0744,0.000314,0.0245
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,6,2024,Southwest Monsoon,1,2100000,210,0.291,542,483,0.1089,0.000258,0.0195
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,7,2024,Southwest Monsoon,0,2100000,210,0.1742,475,454,0.0442,0.000226,0.0167
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,8,2024,Southwest Monsoon,0,2100000,210,0.143,485,432,0.1093,0.000231,0.0171
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,9,2024,Southwest Monsoon,0,2100000,210,0.323,494,483,0.0223,0.000235,0.0175
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,10,2024,Northeast Monsoon,1,2100000,210,0.2574,871,799,0.0827,0.000415,0.0334
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,11,2024,Northeast Monsoon,1,2100000,210,0.3591,698,627,0.1017,0.000332,0.0261
Coimbatore,11.0168,76.9558,Ciprofloxacin,Primary Health Centre,12,2024,Northeast Monsoon,1,2100000,210,0.2935,711,641,0.0985,0.000339,0.0266
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,1,2023,Winter,1,2100000,210,0.4044,1723,1668,0.0319,0.00082,0.0692
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,2,2023,Winter,0,2100000,210,0.3003,1546,1566,0.0,0.000736,0.0617
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,4,2023,Pre-monsoon,0,2100000,210,0.2737,1290,1303,0.0,0.000614,0.051
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,5,2023,Pre-monsoon,1,2100000,210,0.0783,1475,1394,0.0549,0.000702,0.0587
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,6,2023,Southwest Monsoon,1,2100000,210,0.2295,2512,2523,0.0,0.001196,0.1023
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,7,2023,Southwest Monsoon,0,2100000,210,0.2373,1123,1058,0.0579,0.000535,0.0439
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,8,2023,Southwest Monsoon,0,2100000,210,0.2966,1254,1160,0.075,0.000597,0.0495
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,9,2023,Southwest Monsoon,0,2100000,210,0.1538,1451,1424,0.0186,0.000691,0.0577
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,10,2023,Northeast Monsoon,1,2100000,210,0.3366,1694,1454,0.1417,0.000807,0.0679
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,12,2023,Northeast Monsoon,1,2100000,210,0.2751,1407,1201,0.1464,0.00067,0.0559
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,2,2024,Winter,0,2100000,210,0.1708,1264,1205,0.0467,0.000602,0.0499
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,4,2024,Pre-monsoon,0,2100000,210,0.3212,1171,1101,0.0598,0.000558,0.046
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,5,2024,Pre-monsoon,1,2100000,210,0.462,1779,1763,0.009,0.000847,0.0715
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,6,2024,Southwest Monsoon,1,2100000,210,0.2606,1889,1909,0.0,0.0009,0.0761
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,7,2024,Southwest Monsoon,0,2100000,210,0.1521,1427,1429,0.0,0.00068,0.0567
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,8,2024,Southwest Monsoon,0,2100000,210,0.3284,1279,1223,0.0438,0.000609,0.0505
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,11,2024,Northeast Monsoon,1,2100000,210,0.3968,1637,1490,0.0898,0.00078,0.0655
Coimbatore,11.0168,76.9558,Ciprofloxacin,Pharmacy,12,2024,Northeast Monsoon,1,2100000,210,0.447,1508,1359,0.0988,0.000718,0.0601
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,1,2023,Winter,0,2100000,210,0.3235,3910,3745,0.0422,0.001862,0.161
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,2,2023,Winter,0,2100000,210,0.1243,3429,3475,0.0,0.001633,0.1408
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,3,2023,Pre-monsoon,0,2100000,210,0.1361,4237,4313,0.0,0.002018,0.1748
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,4,2023,Pre-monsoon,0,2100000,210,0.1525,4168,4076,0.0221,0.001985,0.1719
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,5,2023,Pre-monsoon,0,2100000,210,0.2389,4799,4356,0.0923,0.002285,0.1984
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,7,2023,Southwest Monsoon,0,2100000,210,0.2129,3497,3394,0.0295,0.001665,0.1437
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,8,2023,Southwest Monsoon,0,2100000,210,0.3266,4378,4051,0.0747,0.002085,0.1807
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,9,2023,Southwest Monsoon,0,2100000,210,0.318,3342,3039,0.0907,0.001591,0.1372
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,10,2023,Northeast Monsoon,1,2100000,210,0.2814,6027,5963,0.0106,0.00287,0.25
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,11,2023,Northeast Monsoon,1,2100000,210,0.2296,5035,4822,0.0423,0.002398,0.2083
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,12,2023,Northeast Monsoon,0,2100000,210,0.1132,3300,3020,0.0848,0.001571,0.1354
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,1,2024,Winter,0,2100000,210,0.1408,4062,4093,0.0,0.001934,0.1674
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,2,2024,Winter,0,2100000,210,0.2272,2334,1996,0.1448,0.001111,0.0948
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,3,2024,Pre-monsoon,0,2100000,210,0.1019,2874,2601,0.095,0.001369,0.1175
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,5,2024,Pre-monsoon,0,2100000,210,0.0899,3947,3815,0.0334,0.00188,0.1626
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,6,2024,Southwest Monsoon,0,2100000,210,0.1812,3683,3658,0.0068,0.001754,0.1515
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,7,2024,Southwest Monsoon,0,2100000,210,0.2765,2975,2633,0.115,0.001417,0.1218
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,8,2024,Southwest Monsoon,0,2100000,210,0.2145,3420,2946,0.1386,0.001629,0.1405
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,9,2024,Southwest Monsoon,0,2100000,210,0.1901,4127,3939,0.0456,0.001965,0.1702
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,10,2024,Northeast Monsoon,1,2100000,210,0.1351,5934,5153,0.1316,0.002826,0.2461
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,11,2024,Northeast Monsoon,1,2100000,210,0.2656,5444,4859,0.1075,0.002592,0.2255
Coimbatore,11.0168,76.9558,Insulin,Government Hospital,12,2024,Northeast Monsoon,0,2100000,210,0.2179,4575,4404,0.0374,0.002179,0.189
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,1,2023,Winter,0,2100000,210,0.2789,867,786,0.0934,0.000413,0.0332
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,2,2023,Winter,0,2100000,210,0.3206,727,631,0.132,0.000346,0.0273
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,3,2023,Pre-monsoon,0,2100000,210,0.2543,784,678,0.1352,0.000373,0.0297
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,4,2023,Pre-monsoon,0,2100000,210,0.2607,646,637,0.0139,0.000308,0.0239
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,5,2023,Pre-monsoon,0,2100000,210,0.1781,805,802,0.0037,0.000383,0.0306
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,9,2023,Southwest Monsoon,0,2100000,210,0.2707,781,759,0.0282,0.000372,0.0296
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,10,2023,Northeast Monsoon,1,2100000,210,0.2594,1377,1243,0.0973,0.000656,0.0546
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,11,2023,Northeast Monsoon,1,2100000,210,0.2129,1112,945,0.1502,0.00053,0.0435
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,1,2024,Winter,0,2100000,210,0.1469,816,746,0.0858,0.000389,0.031
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,2,2024,Winter,0,2100000,210,0.0893,905,889,0.0177,0.000431,0.0348
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,3,2024,Pre-monsoon,0,2100000,210,0.1904,1000,1018,0.0,0.000476,0.0388
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,4,2024,Pre-monsoon,0,2100000,210,0.1804,795,740,0.0692,0.000379,0.0302
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,5,2024,Pre-monsoon,0,2100000,210,0.2691,845,724,0.1432,0.000402,0.0323
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,6,2024,Southwest Monsoon,0,2100000,210,0.0862,977,933,0.045,0.000465,0.0378
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,7,2024,Southwest Monsoon,0,2100000,210,0.1073,802,747,0.0686,0.000382,0.0305
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,8,2024,Southwest Monsoon,0,2100000,210,0.3347,656,584,0.1098,0.000312,0.0243
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,9,2024,Southwest Monsoon,0,2100000,210,0.0681,1082,945,0.1266,0.000515,0.0422
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,10,2024,Northeast Monsoon,1,2100000,210,0.427,1065,1022,0.0404,0.000507,0.0415
Coimbatore,11.0168,76.9558,Insulin,Private Hospital,11,2024,Northeast Monsoon,1,2100000,210,0.1635,1173,1014,0.1355,0.000559,0.046
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,1,2023,Winter,0,2100000,210,0.3191,372,373,0.0,0.000177,0.0124
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,2,2023,Winter,0,2100000,210,0.2252,348,300,0.1379,0.000166,0.0114
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,3,2023,Pre-monsoon,0,2100000,210,0.3287,425,362,0.1482,0.000202,0.0146
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,5,2023,Pre-monsoon,0,2100000,210,0.1725,392,342,0.1276,0.000187,0.0132
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,6,2023,Southwest Monsoon,0,2100000,210,0.2139,425,403,0.0518,0.000202,0.0146
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,7,2023,Southwest Monsoon,0,2100000,210,0.1282,393,338,0.1399,0.000187,0.0133
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,8,2023,Southwest Monsoon,0,2100000,210,0.1527,315,284,0.0984,0.00015,0.01
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,9,2023,Southwest Monsoon,0,2100000,210,0.0791,508,454,0.1063,0.000242,0.0181
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,11,2023,Northeast Monsoon,1,2100000,210,0.2158,697,662,0.0502,0.000332,0.026
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,2,2024,Winter,0,2100000,210,0.1741,426,365,0.1432,0.000203,0.0147
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,3,2024,Pre-monsoon,0,2100000,210,0.1542,396,356,0.101,0.000189,0.0134
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,4,2024,Pre-monsoon,0,2100000,210,0.1519,337,335,0.0059,0.00016,0.0109
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,5,2024,Pre-monsoon,0,2100000,210,0.0719,500,465,0.07,0.000238,0.0178
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,7,2024,Southwest Monsoon,0,2100000,210,0.1994,296,259,0.125,0.000141,0.0092
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,9,2024,Southwest Monsoon,0,2100000,210,0.2231,378,346,0.0847,0.00018,0.0126
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,10,2024,Northeast Monsoon,1,2100000,210,0.3441,521,482,0.0749,0.000248,0.0187
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,11,2024,Northeast Monsoon,1,2100000,210,0.2321,422,374,0.1137,0.000201,0.0145
Coimbatore,11.0168,76.9558,Insulin,Primary Health Centre,12,2024,Northeast Monsoon,0,2100000,210,0.3029,517,473,0.0851,0.000246,0.0185
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,2,2023,Winter,0,2100000,210,0.0983,4880,4806,0.0152,0.002324,0.2018
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,3,2023,Pre-monsoon,0,2100000,210,0.1074,2555,2321,0.0916,0.001217,0.1041
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,5,2023,Pre-monsoon,0,2100000,210,0.1717,724,648,0.105,0.000345,0.0272
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,8,2023,Southwest Monsoon,0,2100000,210,0.3044,1266,1104,0.128,0.000603,0.05
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,9,2023,Southwest Monsoon,0,2100000,210,0.3127,1984,1704,0.1411,0.000945,0.0801
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,10,2023,Northeast Monsoon,1,2100000,210,0.4248,5421,4830,0.109,0.002581,0.2245
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,11,2023,Northeast Monsoon,1,2100000,210,0.1776,3334,2944,0.117,0.001588,0.1368
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,12,2023,Northeast Monsoon,0,2100000,210,0.2857,4340,4006,0.077,0.002067,0.1791
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,1,2024,Winter,0,2100000,210,0.2527,1500,1314,0.124,0.000714,0.0598
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,2,2024,Winter,0,2100000,210,0.2748,4898,4335,0.1149,0.002332,0.2026
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,3,2024,Pre-monsoon,0,2100000,210,0.111,4122,3520,0.146,0.001963,0.17
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,4,2024,Pre-monsoon,0,2100000,210,0.3014,2104,2086,0.0086,0.001002,0.0852
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,5,2024,Pre-monsoon,0,2100000,210,0.3288,2719,2743,0.0,0.001295,0.111
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,6,2024,Southwest Monsoon,0,2100000,210,0.3227,5038,4906,0.0262,0.002399,0.2084
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,7,2024,Southwest Monsoon,0,2100000,210,0.2487,2972,2650,0.1083,0.001415,0.1216
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,8,2024,Southwest Monsoon,0,2100000,210,0.2044,1489,1359,0.0873,0.000709,0.0593
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,9,2024,Southwest Monsoon,0,2100000,210,0.2807,3589,3418,0.0476,0.001709,0.1476
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,10,2024,Northeast Monsoon,1,2100000,210,0.3692,6204,5537,0.1075,0.002954,0.2574
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,11,2024,Northeast Monsoon,1,2100000,210,0.2693,4005,4023,0.0,0.001907,0.165
Coimbatore,11.0168,76.9558,Insulin,Pharmacy,12,2024,Northeast Monsoon,0,2100000,210,0.111,2956,2525,0.1458,0.001408,0.121
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,1,2023,Winter,1,2100000,210,0.3877,10588,9212,0.13,0.005042,0.4416
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,2,2023,Winter,1,2100000,210,0.2529,9496,8703,0.0835,0.004522,0.3957
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,4,2023,Pre-monsoon,0,2100000,210,0.1668,6264,5842,0.0674,0.002983,0.2599
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,6,2023,Southwest Monsoon,0,2100000,210,0.2536,6683,5812,0.1303,0.003182,0.2776
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,7,2023,Southwest Monsoon,0,2100000,210,0.2519,7109,6507,0.0847,0.003385,0.2954
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,8,2023,Southwest Monsoon,0,2100000,210,0.3452,6411,5772,0.0997,0.003053,0.2661
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,9,2023,Southwest Monsoon,0,2100000,210,0.1043,4795,4574,0.0461,0.002283,0.1982
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,10,2023,Northeast Monsoon,0,2100000,210,0.1533,5612,4807,0.1434,0.002672,0.2326
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,11,2023,Northeast Monsoon,0,2100000,210,0.3205,8709,7616,0.1255,0.004147,0.3627
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,1,2024,Winter,1,2100000,210,0.4281,13102,11277,0.1393,0.006239,0.5472
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,2,2024,Winter,1,2100000,210,0.5498,11690,10423,0.1084,0.005567,0.4879
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,3,2024,Pre-monsoon,0,2100000,210,0.2428,6261,6123,0.022,0.002981,0.2598
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,4,2024,Pre-monsoon,0,2100000,210,0.3136,6315,5965,0.0554,0.003007,0.2621
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,5,2024,Pre-monsoon,0,2100000,210,0.0659,6008,5889,0.0198,0.002861,0.2492
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,9,2024,Southwest Monsoon,0,2100000,210,0.127,5498,5452,0.0084,0.002618,0.2278
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,11,2024,Northeast Monsoon,0,2100000,210,0.2462,6813,6850,0.0,0.003244,0.283
Coimbatore,11.0168,76.9558,Salbutamol,Government Hospital,12,2024,Northeast Monsoon,1,2100000,210,0.2299,8347,7121,0.1469,0.003975,0.3475
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,1,2023,Winter,1,2100000,210,0.0825,4371,3881,0.1121,0.002081,0.1804
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,2,2023,Winter,1,2100000,210,0.3369,3973,4015,0.0,0.001892,0.1637
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,3,2023,Pre-monsoon,0,2100000,210,0.0974,2569,2444,0.0487,0.001223,0.1047
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,4,2023,Pre-monsoon,0,2100000,210,0.3364,2364,2335,0.0123,0.001126,0.0961
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,5,2023,Pre-monsoon,0,2100000,210,0.0827,2535,2164,0.1464,0.001207,0.1033
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,7,2023,Southwest Monsoon,0,2100000,210,0.2347,2528,2474,0.0214,0.001204,0.103
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,8,2023,Southwest Monsoon,0,2100000,210,0.2971,2986,2951,0.0117,0.001422,0.1222
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,9,2023,Southwest Monsoon,0,2100000,210,0.2003,2709,2353,0.1314,0.00129,0.1106
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,10,2023,Northeast Monsoon,0,2100000,210,0.3441,3449,3340,0.0316,0.001642,0.1417
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,11,2023,Northeast Monsoon,0,2100000,210,0.1121,3507,2993,0.1466,0.00167,0.1441
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,12,2023,Northeast Monsoon,1,2100000,210,0.3609,5296,5028,0.0506,0.002522,0.2193
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,1,2024,Winter,1,2100000,210,0.2663,4904,4213,0.1409,0.002335,0.2028
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,2,2024,Winter,1,2100000,210,0.3003,4526,4454,0.0159,0.002155,0.1869
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,3,2024,Pre-monsoon,0,2100000,210,0.0793,2406,2364,0.0175,0.001146,0.0979
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,4,2024,Pre-monsoon,0,2100000,210,0.2026,3785,3435,0.0925,0.001802,0.1558
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,5,2024,Pre-monsoon,0,2100000,210,0.2538,2597,2468,0.0497,0.001237,0.1059
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,7,2024,Southwest Monsoon,0,2100000,210,0.2819,3396,3301,0.028,0.001617,0.1394
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,8,2024,Southwest Monsoon,0,2100000,210,0.2642,2686,2502,0.0685,0.001279,0.1096
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,10,2024,Northeast Monsoon,0,2100000,210,0.1965,3266,2918,0.1066,0.001555,0.134
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,11,2024,Northeast Monsoon,0,2100000,210,0.2191,3690,3529,0.0436,0.001757,0.1518
Coimbatore,11.0168,76.9558,Salbutamol,Private Hospital,12,2024,Northeast Monsoon,1,2100000,210,0.5359,4358,4272,0.0197,0.002075,0.1799
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,1,2023,Winter,1,2100000,210,0.4086,867,820,0.0542,0.000413,0.0332
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,2,2023,Winter,1,2100000,210,0.1325,993,854,0.14,0.000473,0.0385
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,3,2023,Pre-monsoon,0,2100000,210,0.2228,693,662,0.0447,0.00033,0.0259
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,4,2023,Pre-monsoon,0,2100000,210,0.2724,677,667,0.0148,0.000322,0.0252
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,5,2023,Pre-monsoon,0,2100000,210,0.1576,632,582,0.0791,0.000301,0.0233
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,6,2023,Southwest Monsoon,0,2100000,210,0.3489,479,454,0.0522,0.000228,0.0169
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,7,2023,Southwest Monsoon,0,2100000,210,0.2397,719,721,0.0,0.000342,0.027
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,8,2023,Southwest Monsoon,0,2100000,210,0.273,870,809,0.0701,0.000414,0.0333
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,9,2023,Southwest Monsoon,0,2100000,210,0.2324,718,703,0.0209,0.000342,0.0269
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,10,2023,Northeast Monsoon,0,2100000,210,0.138,733,712,0.0286,0.000349,0.0276
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,11,2023,Northeast Monsoon,0,2100000,210,0.3361,729,694,0.048,0.000347,0.0274
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,12,2023,Northeast Monsoon,1,2100000,210,0.1945,1139,1025,0.1001,0.000542,0.0446
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,3,2024,Pre-monsoon,0,2100000,210,0.1483,640,635,0.0078,0.000305,0.0237
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,4,2024,Pre-monsoon,0,2100000,210,0.0949,591,529,0.1049,0.000281,0.0216
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,5,2024,Pre-monsoon,0,2100000,210,0.23,646,643,0.0046,0.000308,0.0239
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,6,2024,Southwest Monsoon,0,2100000,210,0.2482,703,698,0.0071,0.000335,0.0263
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,7,2024,Southwest Monsoon,0,2100000,210,0.0723,640,584,0.0875,0.000305,0.0237
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,8,2024,Southwest Monsoon,0,2100000,210,0.2191,703,642,0.0868,0.000335,0.0263
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,9,2024,Southwest Monsoon,0,2100000,210,0.0586,716,712,0.0056,0.000341,0.0268
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,10,2024,Northeast Monsoon,0,2100000,210,0.2946,755,706,0.0649,0.00036,0.0285
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,11,2024,Northeast Monsoon,0,2100000,210,0.3233,801,707,0.1174,0.000381,0.0304
Coimbatore,11.0168,76.9558,Salbutamol,Primary Health Centre,12,2024,Northeast Monsoon,1,2100000,210,0.1267,1087,1015,0.0662,0.000518,0.0424
Coimbatore,11.0168,76.9558,Salbutamol,Pharmacy,1,2023,Winter,1,2100000,210,0.3518,2283,2164,0.0521,0.001087,0.0927
